5 5

inst 1 8796 =
  4.613197  -1.623838  -5.220555  -5.084996 -17.523340  -0.537874  -1.758937 -30.809196 
 -3.710317 -11.359596 -11.034348   3.950565  -9.835671 -21.460197  -0.045054   2.206949 
 -4.351596  12.570649 -19.566404   4.059144   1.409506  -6.377692  -7.684021 -16.467815 
 18.268778   5.225592   0.782121  -3.983052  -1.379415  -7.420247   2.818292   6.125561 
-17.988186   4.790408  10.374655 -13.314782   4.652918  26.627167   1.852467 -13.144117 
 -2.072135  10.204966   6.335317 -12.791156   0.883420   9.684366   2.441034 -17.390059 
-18.430481 -19.962877  13.305382  14.816281  -5.292719  12.459344   4.971468  -7.808846 
  3.606483   4.761272  -0.605440   8.994274   5.042514  -2.509383  -8.109288   3.863449 
 -2.426877   1.288046  -1.422130  -9.114769   5.482714 -16.617741   8.926826 -10.613682 
-17.940250  -1.260656  -0.654978  -8.426068  12.402017 -13.351509  -5.622608  -5.788305 
 27.724716  -1.716821   9.491152   8.768202   9.925385   7.939355   9.998518 -10.510096 
 12.406830  -6.817825  -8.984458  -5.564474   1.583919  -9.066202  13.113482   4.746419 
-11.500413   1.259425  -6.494773  17.754688   8.058125   6.394587  -4.545678  -0.486685 
 -9.615297   9.481235   1.991723   1.888023 -12.941145  20.995459  -8.867119   2.937094 
  8.884330  -0.761890 -10.404325 -15.513542 -21.645151 -11.070114   6.110747 -13.016735 
-21.315289 -10.925800  -7.137396   4.692479  -4.605650   1.377383  -3.798100   5.791863 
 -0.725877  -6.963360   7.368599  -2.960831  -3.507221 -10.856033   5.220713  -0.438552 
 18.591722  -8.586237 -11.037562   6.768447  -7.172790   6.508494   0.895137  -7.730685 
-11.421822 -20.922161  12.031146  -0.421725 -12.913856  -8.460230  21.716105 -16.556692 
 15.161896 -14.382910   3.284479  16.159039   4.817092   9.739022  -5.359738  -0.826170 
 -2.859105  -6.412233  -7.347847  -6.408217   1.171154  -3.950618   5.903255  -7.158098 
  7.102965  17.230440  11.444221   3.514128  13.545719   1.400344  -5.091825   0.590055 
  0.068159  -8.760963  -2.042313   1.034016  -3.754265   4.388128 -12.213985  -1.013121 
  5.593812  -9.276743   8.220661   2.062932   9.338856  20.712317   4.425709  -5.699569 
-11.555758  -9.006640  -5.672807   0.043007   8.409055  -8.490259   3.306224 -10.227627 
 16.714340  -6.807717   6.623595  -0.894466  12.586283  10.666288   5.587292  -5.033560 
 20.405602   6.001425  20.148829   3.788834  -8.895719 -12.558199  -1.983064 -14.721144 
 -7.347827  -6.755708   7.664338  -3.967691  -7.829496 -14.328794  -3.775568  13.636764 
  5.224740  -2.401802  -2.118879   8.403946  -6.398022  -2.596025  13.704099   3.473564 
  1.226269   7.429908  -8.788812  17.149824  -3.182918   9.504784 -22.874819 -15.362687 
-18.206923 -16.393354  23.702677  10.368895   3.295706  -4.512607  -6.110369   5.265276 
 -7.968502  -3.118076  -7.832588   2.738236 -20.561411 -10.997381  -5.858239  -3.621777 

inst 2 49975 =
 -2.639910  -1.960099 -11.400029 -15.961702   0.141760  -5.669565  10.620264 -23.188139 
 -8.415592  -3.246535  -8.741829   0.468486   9.130199 -19.383682  -5.753262  -9.437510 
  6.426202   1.197009 -25.998009   2.130021  -2.762011   5.989642  -9.478052  10.614053 
 -5.569993   3.310787   9.454211   5.828486 -12.354816  -8.534525  -6.807068   4.598131 
-11.478451  12.322870   9.493147 -13.072527  14.130232  22.035744   2.010614  -7.507183 
 17.465063   1.317486  14.358717 -16.983128  -5.440255   9.643550  -3.929587   0.041379 
-26.356936 -30.297842   9.120589   2.735405 -12.637046  -1.457022   0.588004   4.215679 
 13.186416  -6.528629   3.329572  26.070778  10.764442  -1.772204   5.515262 -10.468097 
-15.779167 -10.268510  -0.481858  13.887389   0.456119  -3.213297  14.426230   5.358776 
  4.913303  -6.339732  12.421362 -17.656816   3.252728   7.494434  -0.236859  -5.255027 
 19.223909  10.722073  13.793683  15.475801   6.773221   5.604699   2.678119 -10.493105 
 15.137451   6.123852  -0.106499   7.938774 -15.726290 -13.602015   0.478983   1.056969 
-25.995773 -12.589947 -10.920805   9.935600  -8.071259 -10.151767  13.704296   8.033078 
-13.277122  10.609042  -1.735132  -9.199554  -4.280409   9.678528   5.169501  -0.306942 
-12.093794  -2.861520  -2.002475   1.717754  -9.525898  14.820703  -2.340080  -2.462887 
-10.948878  -1.993684 -10.093358  17.618895   2.421477  -5.587758  -6.067976  -1.496408 
 -1.343194   3.661851  19.645271   0.118358  -4.344760  -1.560306  18.945482 -12.083686 
 11.024486 -14.145586   8.648169  -2.508372   3.877344  21.565786  -9.857451   5.014584 
-18.269505 -17.544205   7.443310  -5.166613  -4.655981  -2.641631   8.255996 -12.107114 
 -3.705338  -3.020270 -11.813302  22.782650   1.270720  13.564062  29.322599  -7.074643 
 10.380116  -0.377287 -19.007324  -9.699442  -3.628299 -10.032745   6.292879  -7.178708 
 -6.616450   9.690654   7.135778 -16.073311  14.012602  -4.091373 -10.952987 -15.164411 
 -9.115300   4.139496   3.295486  -1.290277  -6.762715  -7.945991  -5.629507   5.964976 
 16.705967  24.391018  -7.436108  -3.927566   5.789515  10.347757  -0.886338  11.105034 
  2.751411   4.934424  -6.747109   7.464056  -5.438243 -13.402655   1.348002 -15.935225 
  7.468300  -5.601209 -15.360682   3.811948   7.508915   9.593271  -3.200963  13.274662 
 18.205242  -1.130465  14.906082   5.111775   1.211863   3.404433   4.539917 -18.132832 
-27.743755   4.626407   2.176498  -7.267888 -19.198603   2.574410  -2.005005  -1.625684 
  2.319752   5.639275  11.145646 -16.670668  -4.690867 -13.420846   6.082933  18.632380 
